C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_466.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_466.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_466.jpg,0,0,0,12.27452
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_536.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_536.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_536.jpg,0,0,0,12.1753
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_605.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_605.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_605.jpg,0,0,0,12.35077
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_674.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_674.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_674.jpg,0,0,0,12.03382
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_744.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_744.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_744.jpg,0,0,0,11.93987
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_813.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_813.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_813.jpg,0,0,0,12.1051
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_884.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_884.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_884.jpg,0,0,0,12.00684
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_31_956.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_31_956.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_31_956.jpg,0,0,0,11.90977
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_32_027.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_32_027.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_32_027.jpg,0,0,0,11.60825
C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\center_2023_03_29_12_51_32_100.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\left_2023_03_29_12_51_32_100.jpg,C:\Users\Ganesh Lakshman\Desktop\majorproject\data\IMG\right_2023_03_29_12_51_32_100.jpg,0,0,0,11.52156
